fiscal_year,quarter,organization_id,organization_name,service_provider_id,service_provider_name,service_provider_desc,service_id,service_name,service_provided,transaction_point,channel,rating,reflection,population_size,volume_of_customers_provided_survey_opportunity,volume_of_respondents,sample_size,question_id,question_text,strongly_disagree_num,disagree_num,neutral_num,agree_num,strongly_agree_num,strongly_agree_or_agree_num,point_scale,metric_category
2022,4,2098,Department of Agriculture,36,Farm Service Agency,"The Farm Service Agency (FSA) serves all farmers, ranchers, and agricultural partners through the delivery of effective, efficient agricultural programs for all Americans. There were 2.02 million U.S. farms in 2020. With 51 state offices and over 2,000 county offices, including offices in U.S. territories, FSA implements farm programs and farm loans to farmers and ranchers across the country. This past year, FSA obligated more than $7.5 billion in direct and guaranteed farm ownership and operating loans, including more than $3.4 billion for beginning farmers, an agency record.",3,Finding information about programs on the website.,Farm Loan information delivered through Farmers.gov and FSA webpages,Feedback button or Intercept Survey,computer,TRUE,The Farm Service Agency (FSA) offers guaranteed and direct farm ownership and operating loans for small and family-owned farms and ranches. The customer experience feedback data reported here was collected from July through October of 2022. During that time about 36 percent of the website feedback FSA received was provided from a Farm Loan webpage reflecting the public’s interest in access to business credit and financing for small and family-owned farms and ranches. Customer understanding of the information was rated the highest out of the key drivers for satisfaction and trust. Customers indicated that the simplifying the information would improve their experience.,289927,225,151,151,2,This visit increased my confidence in the website.,24,20,30,34,43,77,3.34,trust
2022,4,2098,Department of Agriculture,2,Natural Resources Conservation Service,"The Natural Resources Conservation Service (NRCS) works with farmers, ranchers and forest landowners across the country to help them boost agricultural productivity and protect our natural resources through conservation In 2020, NRCS worked with producers to develop more than 100,000 conservation plans as well as place conservation practices and enhancements on more than 19 million acres.",3,Finding information about programs on the website.,Finding NRCS Conservation Program information on the Farmers.gov or NRCS websites,Feedback button or Intercept after a couple minutes of activity for 30% of customers,computer,TRUE,"The Natural Resources Conservation Service (NRCS) provides financial assistance to farmers and ranchers through voluntary conservation programs, such as the Environmental Quality Incentive Program (EQIP). There were 180 customers that provided feedback on the NRCS website between July and October of 2022. Results show that the effectiveness and efficiency of the process are consistently aligned with the level of satisfaction and trust customers felt after their interaction with the website. NRCS is committed to improving the experience of customers by collecting and considering all feedback collected. ",403918,230,180,180,2,This visit increased my confidence in the website.,35,16,18,33,78,111,3.57,trust
2022,4,2098,Department of Agriculture,5,Recreation.gov,"Recreation.gov provides a gateway to discover our nation's hidden treasures and engage in timeless outdoor recreation and cultural activities. 21,000,000+ users, reserve experiences at over 4,200 facilities and 113,000 individual sites across the country.",7,Reserving a campsite on Recreation.gov,Recreation.gov,"25% of website users are presented with the survey after visiting 5 pages, and spending more than one minute on the site",computer,TRUE,"In the fourth quarter of FY2022 (July - Sept 2022) visitor traffic on the website was about the same as the previous quarter at 15.1 million visitors, 28.1 million sessions, 79.7 million pageviews, and 2 million transactions. The Net Promoter Score (NPS) for the quarter was 37.3, which is a massive improvement from the year-over-year NPS in FY21 Q4 of 17.2. Also of note, is customer satisfaction with the contact center, which continues to report an above-industry-benchmark (75%) score of 81.9%. Another strong satisfaction score is for the Recreation.gov mobile app. The scores for both iOS and Android have been at a strong 4.8 since launch, and for this quarter the iOS app bumped up to 4.9. Our teams find that field site visits provide valuable information and insights into how visitors and field managers are experiencing the service. As a result, we conducted site visits to multiple locations in Virginia, North Carolina, and Tennesee and interviewed field staff as well as campground visitors. The information gained from these visits will help our teams develop enhancements to the overall user experience. ",15100000,3700000,6507,215,2,This interaction increased my confidence in Recreation.gov,130,5,14,20,46,66,2.29,trust
2022,4,2111,Department of Education,15,Federal Student Aid,"Federal Student Aid (FSA) seeks to ensure that all eligible individuals can benefit from Federal financial assistance for education beyond high school. FSA provides more than $120 billion in grants, work-study, and loan funds each year to help pay for college or career school. FSA processes approximately 20 million FAFSA submissions annually.",22,Applying for Financial Aid,FAFSA.gov,at FAFSA submission,computer,TRUE,"For the FAFSA (housed on studentaid.gov (web)) customer satisfaction survey, for 4 of the 7 metrics, survey respondents provided the highest scores (i.e., strongly agree) at a higher percentage than last quarter. For all 7 metrics, more than 60% of respondents provided the highest scores. The people metric (courtesy or representative) did experience lower scores this quarter, which we hope will improve next fiscal year. Since the myStudentAid App was retired at the end of June 2022, there were no scores for that survey this quarter. Scores for this survey were always phenomenal, and we can apply our success learned to the web application when users file a FAFSA on a mobile device. ",2600000,280000,2400,2340,2,"Using a scale of 1 to 10 where '1' means 'not at all likely' and '10' means 'very likely', how likely would you be to use the Web site to apply for federal student aid in the future?   (FAFSA.gov)",80,50,180,270,1760,2030,4.53,trust
2022,4,2139,Department of Homeland Security,8,Federal Emergency Management Agency,"FEMA’s mission is to help people before, during and after disasters. 2020 set a new annual record of 22 “billion dollar” disasters - for the first time in the history, FEMA responded to simultaneous disasters in Washington, D.C., five territories and all 50 states for a record 230 presidentially declared emergencies, supporting more than 25 million people affected by natural disasters.",12,Applying for disaster assistance,CX - Customer Experience,Follow-up Survey after Registering for Assistance with a FEMA Rep or Online,computer,TRUE,"During the fourth quarter of Fiscal Year (FY) 2022, FEMA received 392 customer experience survey responses from survivors of five Presidentially declared disasters (DRs: 4652-NM, 4655-MT, 4657-OK, 4663-KY and 4665-MO). Customer satisfaction with employee helpfulness remained FEMA's top performing area. The area that needs the most improvement continues to be addressing customer needs. Satisfaction across all questions increased this quarter. The increase was in part influenced by DR 4665-MO which contributed over half the responses and were very positive across all questions. As a part of FEMA’s ongoing efforts to remove barriers and improve the service provided to survivors, IA implemented Enhanced Applicant Services (EAS) initiatives for the 2022 Hurricane Season. EAS initiatives are conducted by a dedicated team of caseworkers in the field who assist identified applicants with navigating the IA application and assistance process, provide referrals to meet immediate and unmet needs, and help them transition to disaster case management service providers if required. EAS initiatives were implemented in DR-4663-KY, DR-4665-MO, and are in process for DR-4671-PR, DR-4672-AK and DR-4673-FL.",34714,2262,392,101,2,This interaction increased my confidence in FEMA.,20,11,12,16,42,58,3.49,trust
2022,4,2139,Department of Homeland Security,27,Transportation Security Administration,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines.",20,Contacting the TSA contact center,TSA Contact Center (TCC) - Email,Follow-up Survey after Email Interaction with TSA Contact Center,email,TRUE,"We continue to see a large discrepancy between our email and phone channel survey results. For email, the question stats were: avg. 3.4, min. 3.0, max 3.7. For phone, the question stats were: avg. 4.4, min. 3.7, max 4.9. The survey is the same for both channels. For email, every contact is now offered the survey (previously 1 in 4). For phone, every contact is offered the opportunity to participate at the end of the phone call (previously before connecting to an agent). Notable for Q4, question 6 (easiliy understood the response) for the phone channel was down 16% (3.7) vs. Q3 (4.4) and the average of Q1-Q3 (4.4). The number of ""1"" responses for question 6 (1,065) were nearly doubled the number for each of the previous three quarters (503, 514, 586). In contrast, the participation volume (7,257) was lower (by 1,000-5,000) than each of the previous three quarters. This feedback will be shared with the TCC leadership. During Q1, we reviewed the survey process for each channel in order to identify any potential issues. The following changes were implemented based on that review: 1) increased email survey invitation rate from 25% to 100%, 2) added QA measures to the email survey process to validate outgoing invites, 3) moved phone survey opt-in checkpoint from pre-call to post-call. These changes have increased survey participation during the last 2 quarters (email up 15%; phone up 3-8%). We are continuing to work closely (continual, daily oversight/ support) with our new TSA Contact Center (TCC) vendor, as we work in partnership to bring their operation to a mature state that meets their service level agreements on a routine basis. Their pain points remain staffing from both an overall perspective (enough to meet the demand), as well as a quality perspective (seasoned, knowledgeable). Note: We have no phone survey data to report for 07/01/22 through 07/13/22 due to server outages that started during the previous quarter (noted on the Q3 summary). In addition, we have no phone survey data to report for 09/14/22 through 09/30/22 due to user error (accidental deletion by contractor).",78772,58584,10330,10330,2,This interaction increased my confidence in TSA,2384,1399,2093,2112,2342,4454,3.06,trust
2022,4,2139,Department of Homeland Security,27,Transportation Security Administration,"The Transportation Security Administration (TSA) is responsible for protecting the nation’s transportation systems to ensure freedom of movement for people and commerce. Within TSA, Domestic Aviation Operations is responsible for nearly 440 Federalized airports, screening more than 2 million passengers daily and 750 million every year and Surface Operations secures a wide U.S. transportation network of roadways, railroad tracks, tunnels, ports, and pipelines.",20,Contacting the TSA contact center,TSA Contact Center (TCC) - Phone,Follow-up Survey after Phone Interaction with TSA Contact Center,automated_phone,TRUE,"We continue to see a large discrepancy between our email and phone channel survey results. For email, the question stats were: avg. 3.4, min. 3.0, max 3.7. For phone, the question stats were: avg. 4.4, min. 3.7, max 4.9. The survey is the same for both channels. For email, every contact is now offered the survey (previously 1 in 4). For phone, every contact is offered the opportunity to participate at the end of the phone call (previously before connecting to an agent). Notable for Q4, question 6 (easiliy understood the response) for the phone channel was down 16% (3.7) vs. Q3 (4.4) and the average of Q1-Q3 (4.4). The number of ""1"" responses for question 6 (1,065) were nearly doubled the number for each of the previous three quarters (503, 514, 586). In contrast, the participation volume (7,257) was lower (by 1,000-5,000) than each of the previous three quarters. This feedback will be shared with the TCC leadership. During Q1, we reviewed the survey process for each channel in order to identify any potential issues. The following changes were implemented based on that review: 1) increased email survey invitation rate from 25% to 100%, 2) added QA measures to the email survey process to validate outgoing invites, 3) moved phone survey opt-in checkpoint from pre-call to post-call. These changes have increased survey participation during the last 2 quarters (email up 15%; phone up 3-8%). We are continuing to work closely (continual, daily oversight/ support) with our new TSA Contact Center (TCC) vendor, as we work in partnership to bring their operation to a mature state that meets their service level agreements on a routine basis. Their pain points remain staffing from both an overall perspective (enough to meet the demand), as well as a quality perspective (seasoned, knowledgeable). Note: We have no phone survey data to report for 07/01/22 through 07/13/22 due to server outages that started during the previous quarter (noted on the Q3 summary). In addition, we have no phone survey data to report for 09/14/22 through 09/30/22 due to user error (accidental deletion by contractor).",50232,50232,7257,6970,2,This interaction increased my confidence in TSA,359,205,558,896,4952,5848,4.42,trust
2022,4,2096,Department of Housing and Urban Development,11,Housing and Urban Development,"In 2020, the Department of Housing and Urban Development (HUD) provided rental assistance to approximately 4.6 million low-income households, including elderly residents, individuals with disabilities, and veterans.",15,Seeking information about FHA loan programs and loss mitigation services,Servicing and Loss Mitigation,The survey is offered to the client after the service is provided by the Tier 1 and 2 Customer Service Representatives at the FHA Resource Center or after the Tier 3 interaction is completed by the HUD's National Servicing Center staff or their National Servicing Center loan servicing contractor.,phone,TRUE,Our agency learned from this quarters data the efficiency on how we provide and perform services for our clients is one of the most critical parts of the customer journey. The items which matter to our customers is they are looking for an easy and fast way to receive our services. One of the pain points our agency is experiencing because of the COVID-19 pandemic is there have been a significant amount of our FHA borrowers requiring loss mitigation. Many of these borrowers have been required to obtain subordinate mortgages (partial claims) for their missed payments due to impacts from their loss of income from employment. This has created a significant amount of servicing activities at a time when the agency was transitioning in a new servicing contractor. Our agency's management has been working to address this matter to improve customer experience. We are also developing a digital self-service portal to further improve the customer experience for clients contacting our FHA Resource Center for services.,204275,1929,201,202,2,This interaction increased my confidence in the National Servicing Center.,66,31,29,33,43,76,2.78,trust
2022,4,2096,Department of Housing and Urban Development,11,Housing and Urban Development,"In 2020, the Department of Housing and Urban Development (HUD) provided rental assistance to approximately 4.6 million low-income households, including elderly residents, individuals with disabilities, and veterans.",15,Seeking information about FHA loan programs and loss mitigation services,Origination of FHA Mortgages,The survey is offered to the client after the service is provided by the Tier 1 and 2 Customer Service Representatives at the FHA Resource Center or after the Tier 3 interaction is completed by a Subject Matter Expert (SME) in the agency.,phone,TRUE,Our agency learned from this quarters data the efficiency on how we provide and perform services for our clients is one of the most critical parts of the customer journey. The items which matter to our customers is they are looking for an easy and fast way to receive our services. One of the pain points our agency is experiencing because of the COVID-19 pandemic is there have been a significant amount of our FHA borrowers requiring loss mitigation. Many of these borrowers have been required to obtain subordinate mortgages (partial claims) for their missed payments due to impacts from their loss of income from employment. This has created a significant amount of servicing activities at a time when the agency was transitioning in a new servicing contractor. Our agency's management has been working to address this matter to improve customer experience. We are also developing a digital self-service portal to further improve the customer experience for clients contacting our FHA Resource Center for services.,204275,4473,662,622,2,This interaction increased my confidence in the Homeownership Center.,61,56,121,108,276,384,3.77,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",45,Applying for compensation benefits under EEOICP,Claimants visit a DEEOIC Resource Center in person,Following an in person visit,in_person,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",995,995,69,66,2,This interaction increased my trust in DEEOIC.,0,0,1,8,57,65,4.85,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",46,Applying for medical benefits related to accepted conditions under EEOICP,Claimants visit a DEEOIC Resource Center in person,Following an in person visit,in_person,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",98,98,7,7,2,This interaction increased my trust in DEEOIC.,0,0,0,0,7,7,5,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",45,Applying for compensation benefits under EEOICP,Claimants use the Energy Document Portal,Following document upload,website,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",1976,1976,118,118,2,This interaction increased my trust in DEEOIC.,1,5,34,41,37,78,3.92,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",45,Applying for compensation benefits under EEOICP,Webinars related to program policies and benefits,Immediately following webinar attendance.,email,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",675,675,56,55,2,This interaction increased my trust in DEEOIC.,0,0,13,19,23,42,4.18,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",45,Applying for compensation benefits under EEOICP,Phone assistance for Lump Sum Compensation,Following phone call initiated by customer.,automated_phone,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",9260,9260,26,26,2,This interaction increased my trust in DEEOIC.,2,0,2,6,16,22,4.31,trust
2022,4,2082,Department of Labor,10,Office of Workers' Compensation Programs,"The Office of Workers' Compensation Programs (OWCP) provides four core programs for workers’ compensation benefits to different sets of workers with varying health needs. 

 1.	The Federal Employees Compensation (FECA), OWCP’s largest program, annually services over 178,000 beneficiaries with approximately $2.9 billion in compensation and medical benefit payments. 

 2.	The Division of Energy Employees Occupational Illness Compensation (DEEOIC) annually services over 25,000 beneficiaries with approximately $1.8 billion in lump-sum compensation and medical benefit payments. Presently, DEEOIC is currently the only program within OWCP with HISP services being reported. 

 3.	The Division of Coal Mine Workers' Compensation (DCMWC) supports over 19,000 beneficiaries with approximately $184 million in compensation payments and medical benefit payments annually. In addition, DCMWC monitors benefits paid by responsible coal mine operators to another 9,000 beneficiaries. 

 4.	The Longshore and Harbor Workers’ Compensation program annually services over 35,000 beneficiaries and oversees the payment of approximately $1.3 billion in compensation and medical benefits.

This information is based on Fiscal Year 2022. This number of claimants and beneficiaries and the amount of associated expenditures vary modestly from year to year.
",46,Applying for medical benefits related to accepted conditions under EEOICP,Phone assistance for Medical Benefits,Following phone call initiated by customer.,automated_phone,TRUE,"The DEEOIC CX Team continues to collect data across different customer touchpoints. This data is analyzed in order to determine the bright spots and pain points of customers. Several completed survey data sets have been analyzed and recommendations for programmatic improvement have been made to senior leadership. Several recommendations have already been implemented. As an example, we have collaborated with the DEEOIC Business Process Owners to make improvements to a web-based customer portal, allowing for electronic signature on claims forms and improving language for ease of use.",6986,6986,34,32,2,This interaction increased my trust in DEEOIC.,2,1,7,6,16,22,4.03,trust
2022,4,2130,Department of State,40,Passport Services,"Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at [travel.state.gov](https://travel.state.gov).",25,Passport Services,Passport information and status on pending passport applications,Immediately following a phone call with a customer service representative,automated_phone,TRUE,"Passport Services received 4,441,742 passport applications for processing during FY 22 Q4 . In FY 22, we issued a total of 18.7 million passport products, which exceeded our issuances prior to the pandemic. In early September, passport processing times were reduced, and we are working hard to continue lowering them with the goal of reaching pre-pandemic times sometime in FY 23. Our contact center answered a total of 6.7 million calls, with a 93% answer rate in FY 22. The total number of calls received was 38% higher than the total in FY 19. We continued to promote many self-service options for customers, such as our Online Status Check, comprehensive information on how to apply, access to application forms, and filing online to report a passport as lost or stolen.",1690055,84503,1164,3,2,How likely are you to recommend the National Passport Information Center?,0,0,3,0,0,0,3,trust
2022,4,2130,Department of State,40,Passport Services,"Passport Services is a directorate within the Bureau of Consular Affairs at the U.S. Department of State. The mission of Passport Services is to facilitate international travel and enhance national security by issuing secure travel documents to U.S. citizens and nationals while providing the highest level of customer service, professionalism, and integrity. It has the most interactions with U.S. citizens than any other bureau with the Department. In Fiscal Year 2018, Passport Services issued 21.1 million passport books and cards. There are currently 127 million valid U.S. passports and 42 percent of all U.S. citizens have a passport. U.S. citizens can apply for their passport at one of the 27 domestic passport agencies or centers or at one of the 7,600 passport acceptance facilities located throughout the U.S. Citizens can also renew their passport conveniently through the mail. The key services offered are information and assistance in applying for, renewing and reporting a lost or stolen passport; the processing of applications and issuance of passports; and 24/7 availability of duty officers to assist customers with life and death emergencies. Customers can receive information on how to apply, access passport application forms, locate a nearby passport acceptance facility and schedule an appointment online at a passport agency by visiting the Department's official website at [travel.state.gov](https://travel.state.gov).",25,Passport Services,Passport Services web pages with passport information and forms,Desktop and mobile devices,computer,TRUE,"Passport Services received 4,441,742 passport applications for processing during FY 22 Q4 . In FY 22, we issued a total of 18.7 million passport products, which exceeded our issuances prior to the pandemic. In early September, passport processing times were reduced, and we are working hard to continue lowering them with the goal of reaching pre-pandemic times sometime in FY 23. Our contact center answered a total of 6.7 million calls, with a 93% answer rate in FY 22. The total number of calls received was 38% higher than the total in FY 19. We continued to promote many self-service options for customers, such as our Online Status Check, comprehensive information on how to apply, access to application forms, and filing online to report a passport as lost or stolen.",15479888,77399,671,5,2,How likely are you to use this site as your primary source of information (likely),0,0,0,0,5,5,5,trust
2022,4,2135,Department of the Interior,6,Bureau of Trust Funds Administration,"Bureau of Trust Funds Administration (BTFA) manages over $8.2 billion in monetary trust assets, and delivers trust funds accounting and management services to Indian trust beneficiaries.  BTFA’s trust responsibilities include holding funds for Tribes and funds for individuals (i.e., Individual Indian Monies (IIM) accounts). Tribal and Other Trust Funds are comprised of approximately 4,100 accounts with monetary assets of approximately $6.8 billion and over 408,000 Individual Indian Monies (IIM) accounts with monetary assets of approximately $1.4 billion. ",92,"Accessing ""Beneficiary Services""","Beneficiary Services is BTFA’s all-encompassing customer facing service. BTFA’s successful management of all beneficiary requests as a “beneficiary service”, regardless of the type of request or transaction, is perceived by the beneficiary to be a single seamless service which they are highly dependent on",Trust Beneficiary Call Center,phone,TRUE,"As expected, the CSI overall satisfaction score was high (84), even though it was a 2 point drop from Q3. The drivers for this high Q4 score were: Employee Helpfulness and Employee Effectiveness. For Q4, the “Strongly Agree” score for EFFICIENCY increased by 8 points over the Q3 score; and the “Strongly Agree” score for EASE increased by 4 points over Q3. Importantly, the ""Strongly Agree"" score for ""increased TRUST in BTFA"" increased by 9 points over the Q3 score. ",39459,1911,64,64,2,My interaction increased my trust in the Bureau of Trust Funds Adminiatration.ed my trust in the Bureau of Trust Funds Administration,6,4,5,22,27,49,3.94,trust
2022,4,2135,Department of the Interior,6,Bureau of Trust Funds Administration,"Bureau of Trust Funds Administration (BTFA) manages over $8.2 billion in monetary trust assets, and delivers trust funds accounting and management services to Indian trust beneficiaries.  BTFA’s trust responsibilities include holding funds for Tribes and funds for individuals (i.e., Individual Indian Monies (IIM) accounts). Tribal and Other Trust Funds are comprised of approximately 4,100 accounts with monetary assets of approximately $6.8 billion and over 408,000 Individual Indian Monies (IIM) accounts with monetary assets of approximately $1.4 billion. ",78,Managing Individual Indian Monies (IIM) accounts,Beneficiary engagement with BTFA to request assistance with managing their IIM accounts.,Trust Beneficiary Call Center,phone,TRUE,"As expected, the CSI overall satisfaction score was high (84), even though it was a 2 point drop from Q3. The drivers for this high Q4 score were: Employee Helpfulness and Employee Effectiveness. For Q4, the “Strongly Agree” score for EFFICIENCY increased by 8 points over the Q3 score; and the “Strongly Agree” score for EASE increased by 4 points over Q3. Importantly, the ""Strongly Agree"" score for ""increased TRUST in BTFA"" increased by 9 points over the Q3 score. ",39459,1911,64,64,2,My interaction increased trust in the Bureau of Trust Funds Administration.eded my trust in the Bureau of Trust Funds Administration,6,4,5,22,27,49,3.94,trust
